identifiant_activite,identifiant_client,recettes_initiales,marge_structurelle,croissance_annuelle,volatilite_recettes,amplitude_saisonniere,mois_pic
ACT-046408,CLT-037888,379778,0.0277,0.1179,0.1819,0.2283,11
ACT-046409,CLT-037888,51816,0.2723,0.1307,0.3692,0.5946,12
ACT-046410,CLT-037889,127264,0.1737,-0.0078,0.2690,0.4232,9
ACT-046411,CLT-037890,126738,0.2261,-0.0032,0.3811,0.5582,12
ACT-046412,CLT-037890,87612,0.1438,0.2644,0.2171,0.2293,9
ACT-046413,CLT-037891,120821,0.4701,0.0516,0.4074,0.6130,12
ACT-046414,CLT-037892,70182,0.3376,-0.1687,0.1974,0.1218,10
ACT-046415,CLT-037893,373558,0.1232,-0.0689,0.1930,0.2649,12
ACT-046416,CLT-037894,91802,0.1754,-0.1748,0.3903,0.4696,10
ACT-046417,CLT-037895,107045,0.1155,-0.2245,0.1278,0.2649,12
ACT-046418,CLT-037895,65713,0.1862,-0.1486,0.1802,0.1774,11
ACT-046419,CLT-037896,373887,0.1443,0.1543,0.1288,0.2041,12
ACT-046420,CLT-037896,684184,0.2741,-0.0528,0.3618,0.6359,10
ACT-046421,CLT-037897,308732,0.1241,0.0580,0.1272,0.1248,11
ACT-046422,CLT-037898,223862,0.0619,0.2875,0.2632,0.1733,11
ACT-046423,CLT-037899,703825,0.0936,0.1210,0.3403,0.5535,11
ACT-046424,CLT-037900,79885,0.4455,-0.0092,0.1824,0.1954,9
ACT-046425,CLT-037901,1102883,0.0505,0.0147,0.1664,0.2277,11
ACT-046426,CLT-037902,258221,0.1329,-0.0384,0.1529,0.1601,12
ACT-046427,CLT-037902,32141,0.2363,0.1367,0.2829,0.3314,9
ACT-046428,CLT-037903,157539,0.0943,-0.0225,0.1619,0.2616,11
ACT-046429,CLT-037904,179559,0.1696,0.0999,0.3623,0.5735,12
ACT-046430,CLT-037905,468714,0.4167,0.1198,0.2044,0.0601,9
ACT-046431,CLT-037906,114384,0.1919,-0.0061,0.2881,0.3280,9
ACT-046432,CLT-037907,506664,0.2693,0.0944,0.2017,0.2092,8
ACT-046433,CLT-037908,138651,0.2231,0.0190,0.3473,0.5359,10
ACT-046434,CLT-037909,103726,0.2642,-0.0479,0.1910,0.1310,8
ACT-046435,CLT-037910,161617,0.2578,-0.0157,0.4487,0.5581,11
ACT-046436,CLT-037911,45871,0.2434,0.0060,0.1073,0.6281,11
ACT-046437,CLT-037912,205808,0.1796,0.0889,0.2213,0.1844,12
ACT-046438,CLT-037913,324159,0.2086,0.0702,0.5710,0.5531,12
ACT-046439,CLT-037914,126646,0.1249,-0.0917,0.1669,0.2045,11
ACT-046440,CLT-037914,73980,0.1967,0.0161,0.1709,0.3389,12
ACT-046441,CLT-037915,190243,0.1515,0.0904,0.1636,0.2150,11
ACT-046442,CLT-037916,244424,0.1725,0.1546,0.1805,0.1095,11
ACT-046443,CLT-037917,597836,0.2099,0.1641,0.3472,0.5332,10
ACT-046444,CLT-037917,71476,0.1335,-0.1917,0.2185,0.1295,12
ACT-046445,CLT-037918,723347,0.2066,0.1874,0.2667,0.6276,12
ACT-046446,CLT-037918,252499,0.1661,-0.0578,0.2127,0.2121,12
ACT-046447,CLT-037919,111813,0.0839,0.0880,0.2641,0.1739,11
ACT-046448,CLT-037920,389062,0.1481,0.0600,0.0521,0.2525,12
ACT-046449,CLT-037921,708344,0.0985,0.0095,0.2868,0.4526,10
ACT-046450,CLT-037921,120317,0.0407,-0.0510,0.2174,0.1669,11
ACT-046451,CLT-037922,534940,0.3499,0.0918,0.2974,0.2143,12
ACT-046452,CLT-037923,152891,0.2491,-0.0382,0.1184,0.4280,10
ACT-046453,CLT-037924,102579,0.1109,0.1729,0.0679,0.1533,11
ACT-046454,CLT-037925,179620,0.0541,0.1001,0.1308,0.2165,12
ACT-046455,CLT-037926,577576,0.2286,-0.0218,0.2535,0.2494,12
ACT-046456,CLT-037927,552774,0.1244,0.0680,0.1067,0.2711,11
ACT-046457,CLT-037928,313534,0.4931,0.0918,0.1584,0.1060,9
ACT-046458,CLT-037929,413046,0.2753,0.0753,0.1306,0.4776,9
ACT-046459,CLT-037930,740792,0.0773,0.0392,0.2429,0.1538,11
ACT-046460,CLT-037931,124864,0.3628,-0.0377,0.2119,0.1641,8
ACT-046461,CLT-037932,442107,0.2275,0.1227,0.1185,0.2366,11
ACT-046462,CLT-037933,195765,0.2790,-0.0499,0.1423,0.2112,11
ACT-046463,CLT-037934,101596,0.2097,0.1031,0.3453,0.6641,11
ACT-046464,CLT-037934,315755,0.1973,0.0730,0.3323,0.2547,11
ACT-046465,CLT-037935,134920,0.1278,-0.0500,0.1100,0.1289,12
ACT-046466,CLT-037936,352849,0.1230,-0.0066,0.2450,0.2637,12
ACT-046467,CLT-037936,80280,0.1725,0.0983,0.3345,0.5338,11
ACT-046468,CLT-037937,446586,0.1783,-0.0193,0.4152,0.5653,11
ACT-046469,CLT-037938,160047,0.1815,0.1764,0.3665,0.5228,12
ACT-046470,CLT-037939,243143,0.2934,-0.0497,0.3275,0.3317,11
ACT-046471,CLT-037939,149235,0.1553,-0.0518,0.1912,0.1777,11
ACT-046472,CLT-037940,112526,0.2663,-0.0365,0.1294,0.2800,11
ACT-046473,CLT-037941,331792,0.1093,-0.0180,0.2712,0.1735,11
ACT-046474,CLT-037942,254277,0.0552,0.0457,0.1140,0.1352,12
ACT-046475,CLT-037943,204385,0.1544,0.1256,0.3596,0.4923,10
ACT-046476,CLT-037944,319746,0.3278,-0.0144,0.2195,0.1690,8
ACT-046477,CLT-037944,67995,0.2030,0.0354,0.3341,0.6060,12
ACT-046478,CLT-037945,90851,0.2795,0.0346,0.2800,0.2401,12
ACT-046479,CLT-037946,133666,0.3072,-0.1333,0.1838,0.3415,12
ACT-046480,CLT-037947,80455,0.2779,0.0680,0.2327,0.2690,12
ACT-046481,CLT-037948,131442,0.0200,0.3256,0.0979,0.2678,11
ACT-046482,CLT-037948,11758,0.2965,0.3315,0.2538,0.1722,12
ACT-046483,CLT-037949,95200,0.1401,-0.1035,0.0615,0.1022,11
ACT-046484,CLT-037950,100771,0.1983,0.0164,0.1636,0.1874,8
ACT-046485,CLT-037951,710098,0.1793,0.0584,0.4303,0.2135,12
ACT-046486,CLT-037951,90378,0.0560,-0.0282,0.1791,0.1977,11
ACT-046487,CLT-037952,155059,0.0969,0.0466,0.0623,0.2559,12
ACT-046488,CLT-037953,93383,0.4461,0.0964,0.1688,0.1933,12
ACT-046489,CLT-037954,134968,0.1673,-0.1860,0.2344,0.1710,12
ACT-046490,CLT-037954,229265,0.1748,-0.1245,0.1876,0.1867,11
ACT-046491,CLT-037955,444941,0.2057,-0.2275,0.2407,0.2168,12
ACT-046492,CLT-037956,144342,0.1440,-0.1606,0.2835,0.3620,10
ACT-046493,CLT-037956,201712,0.0491,-0.1587,0.1176,0.0908,12
ACT-046494,CLT-037957,289562,0.2375,-0.1159,0.1827,0.2083,12
ACT-046495,CLT-037958,102872,0.1494,0.0188,0.2495,0.3713,9
ACT-046496,CLT-037959,296360,0.0200,0.0894,0.1937,0.1335,11
ACT-046497,CLT-037959,54368,0.2398,0.0750,0.3277,0.5112,10
ACT-046498,CLT-037960,266005,0.2490,-0.1785,0.1811,0.3229,12
ACT-046499,CLT-037961,175009,0.1587,-0.0388,0.3209,0.5579,12
ACT-046500,CLT-037961,87161,0.1410,0.1072,0.2106,0.1822,11
ACT-046501,CLT-037962,887319,0.0887,-0.0258,0.1704,0.1892,11
ACT-046502,CLT-037963,115534,0.1533,0.0826,0.5805,0.2020,12
ACT-046503,CLT-037964,210738,0.0820,-0.0296,0.1430,0.1167,11
ACT-046504,CLT-037964,59887,0.0752,0.1870,0.0716,0.3072,12
ACT-046505,CLT-037965,364623,0.3176,-0.1097,0.5306,0.1730,9
ACT-046506,CLT-037965,95848,0.1695,0.0188,0.5653,0.1514,12
ACT-046507,CLT-037966,197726,0.1796,0.0835,0.3082,0.4339,10
ACT-046508,CLT-037967,107936,0.1027,-0.0880,0.1700,0.1915,12
ACT-046509,CLT-037968,282532,0.2406,0.1710,0.3669,0.5439,10
ACT-046510,CLT-037969,625975,0.1425,-0.0952,0.4504,0.1858,12
ACT-046511,CLT-037970,60154,0.3107,-0.0011,0.3180,0.2461,10
ACT-046512,CLT-037971,332224,0.1496,0.2749,0.2023,0.1166,12
ACT-046513,CLT-037972,116008,0.1369,0.0315,0.4838,0.2127,12
ACT-046514,CLT-037973,321518,0.2272,0.0813,0.4129,0.5700,10
ACT-046515,CLT-037973,25593,0.2952,0.1554,0.1695,0.2184,12
ACT-046516,CLT-037974,454102,0.0846,-0.0872,0.1563,0.1840,12
ACT-046517,CLT-037975,607867,0.2855,-0.0092,0.1151,0.1232,9
ACT-046518,CLT-037975,180268,0.1129,0.0320,0.1660,0.2425,11
ACT-046519,CLT-037976,319472,0.2009,0.1772,0.2650,0.1624,12
ACT-046520,CLT-037976,200050,0.1462,0.0116,0.2091,0.1381,12
ACT-046521,CLT-037977,706101,0.1053,0.1542,0.1419,0.1539,11
ACT-046522,CLT-037978,195078,0.0977,-0.0384,0.1815,0.2150,12
ACT-046523,CLT-037979,350962,0.1981,0.1081,0.2112,0.1239,11
ACT-046524,CLT-037979,378405,0.2963,0.0329,0.2137,0.1907,12
ACT-046525,CLT-037980,324283,0.2739,0.1984,0.1692,0.2125,10
ACT-046526,CLT-037981,153251,0.2675,0.1522,0.2739,0.2330,12
ACT-046527,CLT-037981,51456,0.1825,0.0110,0.3733,0.4190,11
ACT-046528,CLT-037982,397217,0.2521,0.0222,0.2566,0.1547,10
ACT-046529,CLT-037982,51718,0.0821,0.0772,0.2090,0.1867,11
ACT-046530,CLT-037983,113444,0.2350,0.3405,0.1678,0.2557,11
ACT-046531,CLT-037984,63125,0.4035,-0.0315,0.3003,0.5129,11
ACT-046532,CLT-037984,12110,0.4407,-0.0632,0.1933,0.1606,12
ACT-046533,CLT-037985,616585,0.2221,0.0648,0.2951,0.1275,12
ACT-046534,CLT-037985,111187,0.2100,0.0605,0.1717,0.2370,12
ACT-046535,CLT-037986,477656,0.0535,-0.0419,0.1859,0.1476,9
ACT-046536,CLT-037986,655874,0.0614,0.0999,0.2109,0.2258,12
ACT-046537,CLT-037987,513430,0.3971,0.0769,0.2206,0.1342,9
ACT-046538,CLT-037988,698878,0.1883,-0.1788,0.3798,0.5665,12
ACT-046539,CLT-037989,296385,0.2056,0.1268,0.0840,0.5098,11
ACT-046540,CLT-037990,37795,0.3916,0.0842,0.2220,0.1655,8
ACT-046541,CLT-037991,113861,0.3507,0.0931,0.1429,0.1553,9
ACT-046542,CLT-037992,186737,0.3579,-0.0558,0.0630,0.1616,8
ACT-046543,CLT-037993,288018,0.2669,0.2376,0.3063,0.4526,9
ACT-046544,CLT-037994,155540,0.2002,0.0580,0.2795,0.1540,12
ACT-046545,CLT-037995,100555,0.2493,0.0431,0.1480,0.1764,9
ACT-046546,CLT-037995,9534,0.2366,-0.0727,0.3130,0.5310,12
ACT-046547,CLT-037996,110863,0.1541,0.1673,0.1608,0.1793,12
ACT-046548,CLT-037997,209491,0.2434,-0.0583,0.3751,0.5173,11
ACT-046549,CLT-037997,195791,0.1442,0.0557,0.2209,0.2005,12
ACT-046550,CLT-037998,157617,0.2311,-0.0306,0.2157,0.1865,11
ACT-046551,CLT-037999,304497,0.1714,-0.2499,0.1971,0.1236,12
ACT-046552,CLT-038000,228812,0.2925,-0.1179,0.2353,0.2265,11
ACT-046553,CLT-038001,58503,0.1648,-0.0656,0.3275,0.5230,10
ACT-046554,CLT-038002,212848,0.1081,-0.0556,0.2645,0.2216,12
ACT-046555,CLT-038002,76482,0.2422,0.0969,0.2303,0.1903,12
ACT-046556,CLT-038003,197975,0.1473,-0.1465,0.1458,0.1708,11
ACT-046557,CLT-038004,257753,0.1428,0.0386,0.5345,0.2006,12
ACT-046558,CLT-038005,145998,0.2733,0.0204,0.1628,0.1701,9
ACT-046559,CLT-038005,101649,0.0786,0.0667,0.2246,0.2530,11
ACT-046560,CLT-038006,106464,0.2316,-0.0751,0.2529,0.4534,9
ACT-046561,CLT-038006,331151,0.1553,0.2962,0.2371,0.2125,12
ACT-046562,CLT-038007,168477,0.1755,0.0464,0.5486,0.4706,10
ACT-046563,CLT-038008,2320763,0.0565,-0.0787,0.2037,0.1950,12
ACT-046564,CLT-038009,203254,0.3259,-0.1347,0.2864,0.2445,11
ACT-046565,CLT-038010,340670,0.1769,-0.1625,0.3774,0.5669,11
ACT-046566,CLT-038010,44324,0.0677,0.1133,0.1920,0.2479,12
ACT-046567,CLT-038011,406642,0.1563,0.1177,0.1558,0.1837,12
ACT-046568,CLT-038011,56651,0.2166,0.1568,0.2665,0.3037,12
ACT-046569,CLT-038012,110981,0.4096,-0.0723,0.3391,0.0573,12
ACT-046570,CLT-038012,410272,0.4695,0.1990,0.1008,0.2836,12
ACT-046571,CLT-038013,325183,0.2461,-0.0148,0.2491,0.3238,12
ACT-046572,CLT-038013,390031,0.0475,0.0859,0.1721,0.0984,12
ACT-046573,CLT-038014,102623,0.2404,0.0812,0.3636,0.5529,12
ACT-046574,CLT-038015,143316,0.1529,0.1260,0.2512,0.1198,12
ACT-046575,CLT-038016,189192,0.2146,-0.2500,0.2716,0.4833,10
ACT-046576,CLT-038017,398346,0.1537,0.1125,0.3329,0.6048,11
ACT-046577,CLT-038018,178426,0.2658,-0.0933,0.3971,0.5836,11
ACT-046578,CLT-038018,194084,0.1626,0.1213,0.1701,0.2299,12
ACT-046579,CLT-038019,332200,0.1490,0.1373,0.3139,0.4048,10
ACT-046580,CLT-038019,95462,0.2365,0.0128,0.2928,0.1969,12
ACT-046581,CLT-038020,223452,0.4225,-0.0949,0.2308,0.3950,11
ACT-046582,CLT-038021,127374,0.4249,-0.0021,0.2203,0.2219,11
ACT-046583,CLT-038022,192978,0.0558,0.0271,0.2084,0.1516,12
ACT-046584,CLT-038023,135295,0.0876,-0.0359,0.1866,0.1894,11
ACT-046585,CLT-038024,897641,0.1510,0.0279,0.3518,0.6032,12
ACT-046586,CLT-038025,404862,0.0955,0.2700,0.2478,0.1786,12
ACT-046587,CLT-038026,347621,0.0787,0.1044,0.1954,0.1532,12
ACT-046588,CLT-038026,186510,0.0426,0.1056,0.1796,0.2568,9
ACT-046589,CLT-038027,193176,0.2106,0.3443,0.3745,0.5430,12
ACT-046590,CLT-038028,492640,0.1435,0.0134,0.2391,0.2116,12
ACT-046591,CLT-038028,45985,0.1724,-0.0324,0.2259,0.3621,11
ACT-046592,CLT-038029,219257,0.1650,-0.0297,0.1854,0.1621,12
ACT-046593,CLT-038029,35752,0.2811,0.0145,0.3660,0.4754,11
ACT-046594,CLT-038030,259157,0.1321,-0.0531,0.2704,0.1892,12
ACT-046595,CLT-038031,177250,0.0911,-0.0457,0.1904,0.6030,12
ACT-046596,CLT-038031,218408,0.2548,-0.1344,0.2710,0.5572,11
ACT-046597,CLT-038032,468007,0.2225,0.0705,0.3437,0.6133,12
ACT-046598,CLT-038033,69627,0.1184,-0.0809,0.1430,0.1367,11
ACT-046599,CLT-038034,344016,0.2815,0.1741,0.1591,0.6535,10
ACT-046600,CLT-038035,521977,0.1858,0.1432,0.2985,0.3895,10
ACT-046601,CLT-038036,274146,0.2147,0.0931,0.1842,0.1588,12
ACT-046602,CLT-038037,310008,0.2266,0.2731,0.3117,0.3471,10
ACT-046603,CLT-038038,151940,0.1624,-0.0049,0.3201,0.0727,12
ACT-046604,CLT-038039,63106,0.1596,-0.0909,0.2112,0.0879,12
ACT-046605,CLT-038040,17499,0.4252,0.0490,0.1297,0.2078,11
ACT-046606,CLT-038041,158149,0.2627,0.0360,0.1389,0.1391,10
ACT-046607,CLT-038042,69754,0.2259,-0.0381,0.0567,0.3075,10
ACT-046608,CLT-038042,14813,0.2447,-0.0020,0.1212,0.1222,8
ACT-046609,CLT-038043,386638,0.2123,-0.0596,0.2625,0.1671,12
ACT-046610,CLT-038044,269612,0.2535,0.0252,0.3146,0.3420,11
ACT-046611,CLT-038044,12538,0.3000,0.0120,0.3155,0.5534,10
ACT-046612,CLT-038045,452985,0.1245,0.2329,0.1990,0.1578,12
ACT-046613,CLT-038046,117305,0.2277,0.0753,0.1013,0.5819,10
ACT-046614,CLT-038047,94138,0.1821,0.2216,0.1697,0.1851,11
ACT-046615,CLT-038047,147929,0.3388,-0.1226,0.1578,0.0686,8
ACT-046616,CLT-038048,147224,0.1585,0.0622,0.2843,0.2975,11
ACT-046617,CLT-038049,161865,0.2643,0.0306,0.3888,0.5357,11
ACT-046618,CLT-038050,320240,0.3170,-0.1083,0.1612,0.0642,9
ACT-046619,CLT-038051,89674,0.2028,-0.0930,0.1577,0.1442,12
ACT-046620,CLT-038051,190375,0.0442,-0.0259,0.1714,0.1229,11
ACT-046621,CLT-038052,101221,0.2000,0.0560,0.2131,0.2498,11
ACT-046622,CLT-038052,92627,0.1699,0.1063,0.2022,0.2494,12
ACT-046623,CLT-038053,481718,0.2377,0.0937,0.4170,0.6235,11
ACT-046624,CLT-038054,150857,0.1960,-0.0623,0.2682,0.3153,12
ACT-046625,CLT-038055,123638,0.1378,-0.0152,0.3736,0.2750,12
ACT-046626,CLT-038056,74323,0.1413,0.1871,0.1366,0.2180,12
ACT-046627,CLT-038057,263857,0.2426,-0.0123,0.2875,0.2301,12
ACT-046628,CLT-038058,892042,0.2956,-0.1775,0.1801,0.2111,10
ACT-046629,CLT-038058,142781,0.2366,0.0367,0.3796,0.5706,10
ACT-046630,CLT-038059,160954,0.3402,0.0592,0.1966,0.1845,12
ACT-046631,CLT-038060,113409,0.3226,0.0766,0.2661,0.1122,10
ACT-046632,CLT-038061,258442,0.1709,0.0144,0.3607,0.4752,11
ACT-046633,CLT-038062,220627,0.1061,0.0505,0.1969,0.1558,12
ACT-046634,CLT-038063,116216,0.1586,0.0826,0.3145,0.5461,11
ACT-046635,CLT-038064,196215,0.0508,0.3444,0.1289,0.2212,12
ACT-046636,CLT-038065,506940,0.3403,0.0115,0.1727,0.5053,9
ACT-046637,CLT-038066,247235,0.2697,0.0632,0.1917,0.2863,12
ACT-046638,CLT-038067,399442,0.1441,0.1914,0.1296,0.0851,12
ACT-046639,CLT-038067,42709,0.2930,0.1201,0.1280,0.0884,9
ACT-046640,CLT-038068,767394,0.2261,-0.0214,0.2084,0.1694,12
ACT-046641,CLT-038069,268392,0.1844,0.0651,0.0569,0.1581,12
ACT-046642,CLT-038070,1045452,0.0978,0.1408,0.1666,0.2013,11
ACT-046643,CLT-038071,113931,0.2212,0.1412,0.2683,0.1526,12
ACT-046644,CLT-038072,149732,0.1750,0.0505,0.3997,0.5732,12
ACT-046645,CLT-038073,111753,0.3149,0.0837,0.2423,0.2510,12
ACT-046646,CLT-038073,42219,0.1579,0.0148,0.3410,0.4692,10
ACT-046647,CLT-038074,324802,0.2189,-0.0907,0.2304,0.3317,12
ACT-046648,CLT-038074,62645,0.1371,0.0570,0.1854,0.1962,11
ACT-046649,CLT-038075,494014,0.1205,0.1096,0.3160,0.1889,12
ACT-046650,CLT-038075,21750,0.2226,0.0212,0.2445,0.3323,11
ACT-046651,CLT-038076,713253,0.1828,0.2785,0.2981,0.2448,12
ACT-046652,CLT-038077,198654,0.1213,0.0032,0.1681,0.5563,11
ACT-046653,CLT-038078,354137,0.2531,-0.1618,0.2027,0.2028,11
ACT-046654,CLT-038079,176993,0.0654,-0.0423,0.1478,0.2040,12
ACT-046655,CLT-038080,390096,0.1375,-0.0171,0.1506,0.0479,11
ACT-046656,CLT-038081,333769,0.0866,-0.0553,0.2121,0.0804,12
ACT-046657,CLT-038082,108435,0.0925,-0.0638,0.1924,0.2454,12
ACT-046658,CLT-038083,403483,0.0612,0.0016,0.2102,0.0499,11
ACT-046659,CLT-038084,101615,0.2159,0.1693,0.2768,0.1495,9
ACT-046660,CLT-038085,537146,0.2460,-0.0702,0.1596,0.1960,10
ACT-046661,CLT-038086,210081,0.2296,-0.0657,0.1867,0.1877,12
ACT-046662,CLT-038086,92640,0.2122,0.0230,0.2289,0.2593,12
ACT-046663,CLT-038087,55424,0.2237,-0.2090,0.2218,0.3026,12
ACT-046664,CLT-038088,126485,0.2350,0.1435,0.1850,0.1842,9
ACT-046665,CLT-038089,236750,0.2954,0.3478,0.3794,0.5397,11
ACT-046666,CLT-038090,97764,0.2482,0.2701,0.1199,0.1780,10
ACT-046667,CLT-038091,24837,0.2377,0.3440,0.2276,0.2816,12
ACT-046668,CLT-038091,110792,0.1298,0.2672,0.2759,0.1253,11
ACT-046669,CLT-038092,257653,0.1765,-0.0534,0.2690,0.1607,12
ACT-046670,CLT-038092,193165,0.1668,-0.0202,0.1463,0.2507,12
ACT-046671,CLT-038093,194139,0.1912,0.0222,0.5224,0.2267,12
ACT-046672,CLT-038094,345282,0.1449,0.0485,0.5524,0.1773,12
ACT-046673,CLT-038095,140527,0.2607,0.0898,0.0799,0.0501,11
ACT-046674,CLT-038095,191123,0.3224,0.0480,0.1037,0.2368,11
ACT-046675,CLT-038096,209187,0.1191,-0.0549,0.1931,0.0825,12
ACT-046676,CLT-038097,163773,0.1893,-0.0849,0.1478,0.2167,12
ACT-046677,CLT-038097,58438,0.2668,-0.0142,0.3067,0.6115,12
ACT-046678,CLT-038098,137646,0.2987,0.0390,0.4794,0.0819,8
ACT-046679,CLT-038099,165975,0.3076,0.2065,0.3428,0.5758,12
ACT-046680,CLT-038100,214730,0.1545,-0.0891,0.2500,0.2205,12
ACT-046681,CLT-038100,103087,0.1197,0.1298,0.2208,0.2467,12
ACT-046682,CLT-038101,471974,0.0911,0.0260,0.1264,0.1948,12
ACT-046683,CLT-038102,687602,0.2305,-0.0608,0.1758,0.1509,12
ACT-046684,CLT-038103,236721,0.0852,0.0004,0.2303,0.1399,12
ACT-046685,CLT-038103,30182,0.1518,-0.0497,0.3321,0.3467,11
ACT-046686,CLT-038104,473432,0.2426,-0.0529,0.2361,0.1947,12
ACT-046687,CLT-038105,138549,0.2092,-0.1485,0.3241,0.6521,11
ACT-046688,CLT-038106,49263,0.1482,0.1903,0.2539,0.1901,12
ACT-046689,CLT-038107,189676,0.2460,0.0898,0.1987,0.2851,12
ACT-046690,CLT-038108,326058,0.0663,0.1687,0.1312,0.1825,12
ACT-046691,CLT-038109,228132,0.2236,-0.0282,0.2998,0.4726,11
ACT-046692,CLT-038110,418713,0.1413,-0.1048,0.1650,0.6448,12
ACT-046693,CLT-038111,135498,0.4536,0.2171,0.1879,0.1318,10
ACT-046694,CLT-038112,842936,0.0719,0.0105,0.0969,0.2573,12
ACT-046695,CLT-038113,147496,0.2232,-0.0366,0.1298,0.1901,9
ACT-046696,CLT-038114,107147,0.1715,0.0462,0.4801,0.2156,12
ACT-046697,CLT-038115,373407,0.2566,-0.0752,0.2122,0.1251,10
ACT-046698,CLT-038115,181303,0.2841,0.1797,0.1802,0.3247,12
ACT-046699,CLT-038116,304418,0.1237,-0.0195,0.2482,0.2298,12
ACT-046700,CLT-038117,126128,0.2348,-0.1881,0.5123,0.2013,12
ACT-046701,CLT-038118,177990,0.1096,0.1357,0.3367,0.5504,12
ACT-046702,CLT-038119,462393,0.2617,0.0619,0.1607,0.3111,12
ACT-046703,CLT-038120,144664,0.0200,0.1979,0.2208,0.2202,11
ACT-046704,CLT-038121,86723,0.4155,0.0650,0.0886,0.1613,11
ACT-046705,CLT-038121,7144,0.4636,0.1974,0.1696,0.2667,12
ACT-046706,CLT-038122,427393,0.1196,0.0165,0.2027,0.1996,12
ACT-046707,CLT-038122,130382,0.3755,0.0483,0.1416,0.1584,10
ACT-046708,CLT-038123,78670,0.2526,0.0928,0.1688,0.2058,11
ACT-046709,CLT-038124,159554,0.2017,0.1281,0.1988,0.1731,12
ACT-046710,CLT-038125,357934,0.3504,0.1788,0.1508,0.0874,8
ACT-046711,CLT-038125,230084,0.1387,-0.0453,0.1743,0.2293,12
ACT-046712,CLT-038126,125023,0.2156,-0.0212,0.3021,0.1955,12
ACT-046713,CLT-038126,149831,0.1985,0.0501,0.3177,0.5107,11
ACT-046714,CLT-038127,229636,0.0989,0.0448,0.2083,0.1918,12
ACT-046715,CLT-038128,223017,0.1789,-0.0621,0.3333,0.3372,11
ACT-046716,CLT-038129,409469,0.3001,0.1538,0.3032,0.5637,10
ACT-046717,CLT-038130,152771,0.2410,0.0911,0.2291,0.4014,10
ACT-046718,CLT-038131,207075,0.1389,0.0490,0.1333,0.0919,11
ACT-046719,CLT-038131,83908,0.1590,0.0892,0.1031,0.1824,11
ACT-046720,CLT-038132,371423,0.0729,0.0238,0.4993,0.1929,12
ACT-046721,CLT-038133,228023,0.1427,0.1135,0.2306,0.1535,12
ACT-046722,CLT-038134,238310,0.1645,0.0345,0.3042,0.1156,11
ACT-046723,CLT-038134,218384,0.2831,-0.0857,0.1832,0.2365,9
ACT-046724,CLT-038135,256877,0.2393,0.1768,0.2119,0.3052,11
ACT-046725,CLT-038136,236613,0.2591,0.1321,0.1805,0.2160,8
ACT-046726,CLT-038136,101838,0.1365,0.0129,0.1605,0.2543,12
ACT-046727,CLT-038137,163923,0.2753,0.0584,0.0899,0.4399,9
ACT-046728,CLT-038138,304402,0.1208,-0.1034,0.2133,0.2083,12
ACT-046729,CLT-038138,28957,0.2435,0.1149,0.3525,0.5470,11
ACT-046730,CLT-038139,79499,0.2146,-0.0367,0.1020,0.4035,12
ACT-046731,CLT-038140,281776,0.0967,0.2033,0.5357,0.3305,9
ACT-046732,CLT-038140,29182,0.2429,0.0556,0.5732,0.5453,11
ACT-046733,CLT-038141,55099,0.2866,-0.0514,0.0775,0.1898,10
ACT-046734,CLT-038142,389750,0.3519,0.0226,0.1472,0.1536,8
ACT-046735,CLT-038143,181999,0.2069,-0.1669,0.1874,0.1896,12
ACT-046736,CLT-038144,115083,0.1113,-0.1921,0.1543,0.5536,12
ACT-046737,CLT-038145,830036,0.1862,-0.2095,0.2322,0.1641,12
ACT-046738,CLT-038146,100398,0.1714,-0.0356,0.3308,0.2932,10
ACT-046739,CLT-038146,48537,0.3066,0.1211,0.1595,0.1873,12
ACT-046740,CLT-038147,137216,0.1185,0.0737,0.1688,0.1475,11
ACT-046741,CLT-038148,436044,0.1931,0.0461,0.3487,0.4760,12
ACT-046742,CLT-038149,199406,0.2015,0.0792,0.3601,0.5077,12
ACT-046743,CLT-038150,307976,0.2166,-0.1075,0.3189,0.5079,10
ACT-046744,CLT-038151,205167,0.0496,-0.2035,0.1449,0.1997,11
ACT-046745,CLT-038151,62066,0.2357,0.1195,0.1498,0.2828,12
ACT-046746,CLT-038152,76009,0.2398,-0.0028,0.0546,0.5442,10
ACT-046747,CLT-038152,127312,0.3173,0.1470,0.0598,0.2360,11
ACT-046748,CLT-038153,281317,0.1820,0.0597,0.2343,0.3362,11
ACT-046749,CLT-038154,108408,0.1764,0.0166,0.1669,0.2418,12
ACT-046750,CLT-038155,603457,0.0771,0.0135,0.2053,0.1392,12
ACT-046751,CLT-038156,174098,0.2113,0.0866,0.1268,0.2076,12
ACT-046752,CLT-038157,129140,0.1690,0.1767,0.2048,0.1901,11
ACT-046753,CLT-038157,24692,0.1419,0.1653,0.3444,0.4814,10
ACT-046754,CLT-038158,210386,0.0973,0.1254,0.2412,0.2087,12
ACT-046755,CLT-038159,80944,0.4887,0.1368,0.1793,0.2595,8
ACT-046756,CLT-038160,88345,0.1390,0.0269,0.2890,0.1292,12
ACT-046757,CLT-038160,24724,0.1685,0.1239,0.1600,0.1232,11
ACT-046758,CLT-038161,683478,0.0893,0.1145,0.2488,0.2303,12
ACT-046759,CLT-038161,120799,0.0777,-0.0063,0.2064,0.1157,9
ACT-046760,CLT-038162,107450,0.2170,-0.0267,0.0953,0.2280,12
