identifiant_activite,identifiant_client,identifiant_institution,mois,recettes_reelles,charges_reelles,revenu_net_reel,indice_saison,effet_evenement,effet_macro
ACT-000080,CLT-000066,INS-001,2025-07,366567,407393,-40826,0.8828,1.0000,1.0000
ACT-000080,CLT-000066,INS-001,2025-08,327815,364326,-36510,1.0000,1.0000,1.0000
ACT-000081,CLT-000067,INS-001,2024-01,195315,177367,17948,1.1014,1.0000,1.0239
ACT-000081,CLT-000067,INS-001,2024-02,207535,188464,19071,1.0000,1.0000,1.0239
ACT-000081,CLT-000067,INS-001,2024-03,167237,151869,15368,0.8986,1.0000,1.0239
ACT-000081,CLT-000067,INS-001,2024-04,152499,138485,14014,0.8245,1.0000,1.0239
ACT-000081,CLT-000067,INS-001,2024-05,171255,155518,15737,0.7973,1.0000,1.0239
ACT-000081,CLT-000067,INS-001,2024-06,189254,171863,17391,0.8245,1.0000,1.0239
ACT-000081,CLT-000067,INS-001,2024-07,174224,158214,16010,0.8987,1.0000,1.0239
ACT-000081,CLT-000067,INS-001,2024-08,198281,180060,18221,1.0000,1.0000,1.0239
ACT-000081,CLT-000067,INS-001,2024-09,229651,208548,21104,1.1014,1.0000,1.0239
ACT-000081,CLT-000067,INS-001,2024-10,250500,227481,23019,1.1755,1.0000,1.0239
ACT-000081,CLT-000067,INS-001,2024-11,268372,243710,24662,1.2027,1.0000,1.0239
ACT-000081,CLT-000067,INS-001,2024-12,269994,245183,24811,1.1755,1.0000,1.0239
ACT-000081,CLT-000067,INS-001,2025-01,249597,277770,-28173,1.1014,1.0000,1.0000
ACT-000081,CLT-000067,INS-001,2025-02,229200,255071,-25871,1.0000,1.0000,1.0000
ACT-000081,CLT-000067,INS-001,2025-03,231305,257414,-26109,0.8986,1.0000,1.0000
ACT-000081,CLT-000067,INS-001,2025-04,205732,228954,-23222,0.8245,1.0000,1.0000
ACT-000081,CLT-000067,INS-001,2025-05,194670,216644,-21973,0.7973,1.0000,1.0000
ACT-000081,CLT-000067,INS-001,2025-06,210643,234420,-23776,0.8245,1.0000,1.0000
ACT-000081,CLT-000067,INS-001,2025-07,223214,248409,-25195,0.8987,1.0000,1.0000
ACT-000081,CLT-000067,INS-001,2025-08,258037,287163,-29126,1.0000,1.0000,1.0000
ACT-000081,CLT-000067,INS-001,2025-09,300358,334260,-33903,1.1014,1.0000,1.0000
ACT-000081,CLT-000067,INS-001,2025-10,333074,370670,-37596,1.1755,1.0000,1.0000
ACT-000081,CLT-000067,INS-001,2025-11,371704,413660,-41956,1.2027,1.0000,1.0000
ACT-000081,CLT-000067,INS-001,2025-12,363433,404456,-41023,1.1755,1.0000,1.0000
ACT-000082,CLT-000068,INS-001,2024-02,44925,37108,7817,1.0000,1.0000,1.0239
ACT-000082,CLT-000068,INS-001,2024-03,51634,42649,8984,0.8898,1.0000,1.0239
ACT-000082,CLT-000068,INS-001,2024-04,44930,37112,7818,0.8091,1.0000,1.0239
ACT-000082,CLT-000068,INS-001,2024-05,32644,26964,5680,0.7796,1.0000,1.0239
ACT-000082,CLT-000068,INS-001,2024-06,28660,23673,4987,0.8091,1.0000,1.0239
ACT-000082,CLT-000068,INS-001,2024-07,31687,26173,5514,0.8898,1.0000,1.0239
ACT-000082,CLT-000068,INS-001,2024-08,30586,25264,5322,1.0000,1.0000,1.0239
ACT-000082,CLT-000068,INS-001,2024-09,30101,24863,5238,1.1102,0.8304,1.0239
ACT-000082,CLT-000068,INS-001,2024-10,32301,26680,5620,1.1909,0.8304,1.0239
ACT-000082,CLT-000068,INS-001,2024-11,40476,33433,7043,1.2204,0.8304,1.0239
ACT-000082,CLT-000068,INS-001,2024-12,43834,36207,7627,1.1909,0.8304,1.0239
ACT-000082,CLT-000068,INS-001,2025-01,35971,36412,-441,1.1102,0.8304,1.0000
ACT-000082,CLT-000068,INS-001,2025-02,28160,28505,-345,1.0000,0.8304,1.0000
ACT-000082,CLT-000068,INS-001,2025-03,27770,28110,-340,0.8898,0.8304,1.0000
ACT-000082,CLT-000068,INS-001,2025-04,34987,35416,-429,0.8091,1.2630,1.0000
ACT-000082,CLT-000068,INS-001,2025-05,32390,32787,-397,0.7796,1.2630,1.0000
ACT-000082,CLT-000068,INS-001,2025-06,37293,37750,-457,0.8091,1.2630,1.0000
ACT-000082,CLT-000068,INS-001,2025-07,45768,46328,-561,0.8898,1.0000,1.0000
ACT-000082,CLT-000068,INS-001,2025-08,34724,35150,-425,1.0000,1.0000,1.0000
ACT-000082,CLT-000068,INS-001,2025-09,25114,25421,-308,1.1102,1.0000,1.0000
ACT-000082,CLT-000068,INS-001,2025-10,37706,38168,-462,1.1909,1.0000,1.0000
ACT-000082,CLT-000068,INS-001,2025-11,32978,33382,-404,1.2204,1.0000,1.0000
ACT-000082,CLT-000068,INS-001,2025-12,43952,44491,-538,1.1909,1.0000,1.0000
ACT-000083,CLT-000069,INS-001,2024-02,357431,321705,35726,1.0000,1.0000,1.0239
ACT-000083,CLT-000069,INS-001,2024-03,348182,313381,34802,0.9808,1.0000,1.0239
ACT-000083,CLT-000069,INS-001,2024-04,329394,296470,32924,0.9668,1.0000,1.0239
ACT-000083,CLT-000069,INS-001,2024-05,292428,263199,29229,0.9617,1.0000,1.0239
ACT-000083,CLT-000069,INS-001,2024-06,276537,248897,27640,0.9668,1.0000,1.0239
ACT-000083,CLT-000069,INS-001,2024-07,411300,370190,41110,0.9808,1.0000,1.0239
ACT-000083,CLT-000069,INS-001,2024-08,452820,407560,45260,1.0000,1.0000,1.0239
ACT-000083,CLT-000069,INS-001,2024-09,339584,305642,33942,1.0192,1.0000,1.0239
ACT-000083,CLT-000069,INS-001,2024-10,394763,355306,39457,1.0332,1.0000,1.0239
ACT-000083,CLT-000069,INS-001,2024-11,403983,363604,40379,1.0383,1.0000,1.0239
ACT-000083,CLT-000069,INS-001,2024-12,341481,307350,34132,1.0332,1.0000,1.0239
ACT-000083,CLT-000069,INS-001,2025-01,379642,418745,-39103,1.0192,1.0000,1.0000
ACT-000083,CLT-000069,INS-001,2025-02,315274,347747,-32473,1.0000,1.0000,1.0000
ACT-000083,CLT-000069,INS-001,2025-03,286450,315955,-29504,0.9808,1.0000,1.0000
ACT-000083,CLT-000069,INS-001,2025-04,289920,319782,-29862,0.9668,1.0000,1.0000
ACT-000083,CLT-000069,INS-001,2025-05,298454,329195,-30741,0.9617,1.0000,1.0000
ACT-000083,CLT-000069,INS-001,2025-06,278818,307537,-28718,0.9668,1.0000,1.0000
ACT-000083,CLT-000069,INS-001,2025-07,294323,324639,-30315,0.9808,1.0000,1.0000
ACT-000083,CLT-000069,INS-001,2025-08,413892,456523,-42631,1.0000,1.0000,1.0000
ACT-000083,CLT-000069,INS-001,2025-09,437389,482440,-45051,1.0192,1.0000,1.0000
ACT-000083,CLT-000069,INS-001,2025-10,284495,313797,-29303,1.0332,1.0000,1.0000
ACT-000083,CLT-000069,INS-001,2025-11,362182,399487,-37305,1.0383,1.0000,1.0000
ACT-000083,CLT-000069,INS-001,2025-12,344521,380006,-35486,1.0332,1.0000,1.0000
ACT-000084,CLT-000070,INS-001,2024-03,1094294,804877,289417,0.8628,1.0000,1.0239
ACT-000084,CLT-000070,INS-001,2024-04,932215,685665,246550,0.8416,1.0000,1.0239
ACT-000084,CLT-000070,INS-001,2024-05,952264,700411,251853,0.8628,1.0000,1.0239
ACT-000084,CLT-000070,INS-001,2024-06,1044076,767941,276135,0.9208,1.0000,1.0239
ACT-000084,CLT-000070,INS-001,2024-07,1227222,902649,324573,1.0000,1.0000,1.0239
ACT-000084,CLT-000070,INS-001,2024-08,1329628,977971,351657,1.0792,1.0000,1.0239
ACT-000084,CLT-000070,INS-001,2024-09,1213722,892719,321003,1.1372,1.0000,1.0239
ACT-000084,CLT-000070,INS-001,2024-10,519728,382272,137457,1.1584,0.4282,1.0239
ACT-000084,CLT-000070,INS-001,2024-11,1119808,823643,296165,1.1372,1.0000,1.0239
ACT-000084,CLT-000070,INS-001,2024-12,1140722,839026,301696,1.0792,1.0000,1.0239
ACT-000084,CLT-000070,INS-001,2025-01,903555,814442,89113,1.0000,1.0000,1.0000
ACT-000084,CLT-000070,INS-001,2025-02,842989,759850,83140,0.9208,1.0000,1.0000
ACT-000084,CLT-000070,INS-001,2025-03,840678,757766,82912,0.8628,1.0000,1.0000
ACT-000084,CLT-000070,INS-001,2025-04,864284,779044,85240,0.8416,1.0000,1.0000
ACT-000084,CLT-000070,INS-001,2025-05,766740,691120,75620,0.8628,1.0000,1.0000
ACT-000084,CLT-000070,INS-001,2025-06,689663,621645,68018,0.9208,0.7713,1.0000
ACT-000084,CLT-000070,INS-001,2025-07,666197,600494,65704,1.0000,0.7713,1.0000
ACT-000084,CLT-000070,INS-001,2025-08,698462,629576,68886,1.0792,0.7713,1.0000
ACT-000084,CLT-000070,INS-001,2025-09,937621,845148,92473,1.1372,0.7713,1.0000
ACT-000084,CLT-000070,INS-001,2025-10,827895,746244,81651,1.1584,0.7713,1.0000
ACT-000084,CLT-000070,INS-001,2025-11,874587,788331,86256,1.1372,0.7713,1.0000
ACT-000084,CLT-000070,INS-001,2025-12,994086,896044,98042,1.0792,1.0000,1.0000
ACT-000085,CLT-000071,INS-001,2024-03,259114,172744,86370,0.9163,1.0000,1.0239
ACT-000085,CLT-000071,INS-001,2024-04,248559,165707,82852,0.9516,1.0000,1.0239
ACT-000085,CLT-000071,INS-001,2024-05,224526,149685,74841,1.0000,1.0000,1.0239
ACT-000085,CLT-000071,INS-001,2024-06,239397,159600,79798,1.0484,1.0000,1.0239
ACT-000085,CLT-000071,INS-001,2024-07,312127,208086,104041,1.0837,1.0000,1.0239
ACT-000085,CLT-000071,INS-001,2024-08,342006,228006,114000,1.0967,1.0000,1.0239
ACT-000085,CLT-000071,INS-001,2024-09,270845,180565,90280,1.0837,1.0000,1.0239
ACT-000085,CLT-000071,INS-001,2024-10,268762,179176,89586,1.0484,1.0000,1.0239
ACT-000085,CLT-000071,INS-001,2024-11,258573,172383,86189,1.0000,1.0000,1.0239
ACT-000085,CLT-000071,INS-001,2024-12,120699,80466,40232,0.9516,0.4691,1.0239
ACT-000085,CLT-000071,INS-001,2025-01,88951,72673,16278,0.9163,0.4691,1.0000
ACT-000085,CLT-000071,INS-001,2025-02,109394,89375,20019,0.9033,0.4691,1.0000
ACT-000085,CLT-000071,INS-001,2025-03,101310,82770,18540,0.9163,0.4691,1.0000
ACT-000085,CLT-000071,INS-001,2025-04,92315,75422,16894,0.9516,0.4691,1.0000
ACT-000086,CLT-000071,INS-001,2024-03,48767,42455,6312,0.8474,1.0000,1.0239
ACT-000086,CLT-000071,INS-001,2024-04,39696,34558,5138,0.7357,1.0000,1.0239
ACT-000086,CLT-000071,INS-001,2024-05,39101,34040,5061,0.6948,1.0000,1.0239
ACT-000086,CLT-000071,INS-001,2024-06,47574,41417,6158,0.7357,1.0000,1.0239
ACT-000086,CLT-000071,INS-001,2024-07,45489,39601,5888,0.8474,1.0000,1.0239
ACT-000086,CLT-000071,INS-001,2024-08,58818,51206,7613,1.0000,1.0000,1.0239
ACT-000086,CLT-000071,INS-001,2024-09,59242,51575,7668,1.1526,1.0000,1.0239
ACT-000086,CLT-000071,INS-001,2024-10,69777,60746,9031,1.2643,1.0000,1.0239
ACT-000086,CLT-000071,INS-001,2024-11,93560,81450,12109,1.3052,1.0000,1.0239
ACT-000086,CLT-000071,INS-001,2024-12,37047,32252,4795,1.2643,0.4691,1.0239
ACT-000086,CLT-000071,INS-001,2025-01,28158,30041,-1883,1.1526,0.4691,1.0000
ACT-000086,CLT-000071,INS-001,2025-02,26446,28214,-1769,1.0000,0.4691,1.0000
ACT-000086,CLT-000071,INS-001,2025-03,24279,25903,-1624,0.8474,0.4691,1.0000
ACT-000086,CLT-000071,INS-001,2025-04,19455,20757,-1301,0.7357,0.4691,1.0000
ACT-000087,CLT-000072,INS-001,2024-05,123527,123478,49,0.7883,1.0000,1.0239
ACT-000087,CLT-000072,INS-001,2024-06,113168,113123,45,0.7556,1.0000,1.0239
ACT-000087,CLT-000072,INS-001,2024-07,127886,127835,51,0.7883,1.0000,1.0239
ACT-000087,CLT-000072,INS-001,2024-08,136929,136874,55,0.8778,1.0000,1.0239
ACT-000087,CLT-000072,INS-001,2024-09,156080,156017,62,1.0000,1.0000,1.0239
ACT-000087,CLT-000072,INS-001,2024-10,185555,185481,74,1.1222,1.0000,1.0239
ACT-000087,CLT-000072,INS-001,2024-11,209271,209187,84,1.2117,1.0000,1.0239
ACT-000087,CLT-000072,INS-001,2024-12,209663,209579,84,1.2444,0.8675,1.0239
ACT-000087,CLT-000072,INS-001,2025-01,192170,235408,-43238,1.2117,0.8675,1.0000
ACT-000087,CLT-000072,INS-001,2025-02,195391,239354,-43963,1.1222,1.0000,1.0000
ACT-000087,CLT-000072,INS-001,2025-03,166464,203918,-37454,1.0000,1.0000,1.0000
ACT-000087,CLT-000072,INS-001,2025-04,159620,195535,-35915,0.8778,1.0000,1.0000
ACT-000087,CLT-000072,INS-001,2025-05,147222,180347,-33125,0.7883,1.0000,1.0000
ACT-000087,CLT-000072,INS-001,2025-06,137693,168674,-30981,0.7556,1.0000,1.0000
ACT-000087,CLT-000072,INS-001,2025-07,148585,182017,-33432,0.7883,1.0000,1.0000
ACT-000087,CLT-000072,INS-001,2025-08,165179,202345,-37165,0.8778,1.0000,1.0000
ACT-000087,CLT-000072,INS-001,2025-09,195656,239678,-44023,1.0000,1.0000,1.0000
ACT-000087,CLT-000072,INS-001,2025-10,199438,244312,-44874,1.1222,1.0000,1.0000
ACT-000087,CLT-000072,INS-001,2025-11,225131,275786,-50655,1.2117,1.0000,1.0000
ACT-000087,CLT-000072,INS-001,2025-12,228620,280060,-51440,1.2444,1.0000,1.0000
ACT-000088,CLT-000073,INS-001,2024-07,430682,392994,37688,0.8417,1.0000,1.0239
ACT-000088,CLT-000073,INS-001,2024-08,549294,501226,48068,0.9086,1.0000,1.0239
ACT-000088,CLT-000073,INS-001,2024-09,535524,488661,46863,1.0000,1.0000,1.0239
ACT-000088,CLT-000073,INS-001,2024-10,287175,262045,25130,1.0914,0.5088,1.0239
ACT-000088,CLT-000073,INS-001,2024-11,302107,275670,26437,1.1583,0.5088,1.0239
ACT-000088,CLT-000073,INS-001,2024-12,612286,558706,53580,1.1828,1.0000,1.0239
ACT-000088,CLT-000073,INS-001,2025-01,551250,616435,-65185,1.1583,1.0000,1.0000
ACT-000088,CLT-000073,INS-001,2025-02,479013,535656,-56643,1.0914,1.0000,1.0000
ACT-000088,CLT-000073,INS-001,2025-03,509456,569699,-60243,1.0000,1.0000,1.0000
ACT-000088,CLT-000073,INS-001,2025-04,454326,508050,-53724,0.9086,1.0000,1.0000
ACT-000088,CLT-000073,INS-001,2025-05,463905,518762,-54857,0.8417,1.0000,1.0000
ACT-000088,CLT-000073,INS-001,2025-06,421251,471064,-49813,0.8172,1.0000,1.0000
ACT-000088,CLT-000073,INS-001,2025-07,443321,495743,-52423,0.8417,1.0000,1.0000
ACT-000088,CLT-000073,INS-001,2025-08,672106,751582,-79477,0.9086,1.2364,1.0000
ACT-000088,CLT-000073,INS-001,2025-09,587671,657164,-69492,1.0000,1.2364,1.0000
ACT-000088,CLT-000073,INS-001,2025-10,648956,725695,-76739,1.0914,1.2364,1.0000
ACT-000088,CLT-000073,INS-001,2025-11,625030,698939,-73910,1.1583,1.2364,1.0000
ACT-000088,CLT-000073,INS-001,2025-12,748702,837236,-88534,1.1828,1.2364,1.0000
ACT-000089,CLT-000074,INS-001,2024-07,198562,168710,29852,0.9189,1.0000,1.0239
ACT-000089,CLT-000074,INS-001,2024-08,289426,245914,43512,1.0000,1.1146,1.0239
ACT-000089,CLT-000074,INS-001,2024-09,306622,260524,46098,1.0812,1.1146,1.0239
ACT-000089,CLT-000074,INS-001,2024-10,300366,255209,45157,1.1406,1.3275,1.0239
ACT-000089,CLT-000074,INS-001,2024-11,415922,353392,62530,1.1623,1.1910,1.0239
ACT-000089,CLT-000074,INS-001,2024-12,339272,288266,51006,1.1406,1.1910,1.0239
ACT-000089,CLT-000074,INS-001,2025-01,209275,217907,-8633,1.0812,1.1910,1.0000
ACT-000089,CLT-000074,INS-001,2025-02,231985,241554,-9569,1.0000,1.1910,1.0000
ACT-000089,CLT-000074,INS-001,2025-03,232268,241849,-9581,0.9188,1.1910,1.0000
ACT-000089,CLT-000074,INS-001,2025-04,238906,248761,-9855,0.8594,1.1910,1.0000
ACT-000089,CLT-000074,INS-001,2025-05,205719,214205,-8486,0.8377,1.0000,1.0000
ACT-000089,CLT-000074,INS-001,2025-06,157486,163982,-6496,0.8594,1.0000,1.0000
ACT-000089,CLT-000074,INS-001,2025-07,172513,179629,-7116,0.9189,1.0000,1.0000
ACT-000089,CLT-000074,INS-001,2025-08,149216,155371,-6155,1.0000,1.0000,1.0000
ACT-000089,CLT-000074,INS-001,2025-09,166692,173569,-6876,1.0812,1.0000,1.0000
ACT-000089,CLT-000074,INS-001,2025-10,159783,166374,-6591,1.1406,1.0000,1.0000
ACT-000089,CLT-000074,INS-001,2025-11,181873,189376,-7502,1.1623,1.0000,1.0000
ACT-000089,CLT-000074,INS-001,2025-12,231096,240629,-9533,1.1406,1.1772,1.0000
ACT-000090,CLT-000075,INS-001,2024-08,698369,594730,103639,0.9192,1.0000,1.0239
ACT-000090,CLT-000075,INS-001,2024-09,734211,625252,108958,1.0000,1.0000,1.0239
ACT-000090,CLT-000075,INS-001,2024-10,777370,662007,115363,1.0808,1.0000,1.0239
ACT-000090,CLT-000075,INS-001,2024-11,361331,307709,53622,1.1399,0.4381,1.0239
ACT-000090,CLT-000075,INS-001,2024-12,399828,340493,59335,1.1616,0.4381,1.0239
ACT-000090,CLT-000075,INS-001,2025-01,983581,1026490,-42909,1.1399,1.0000,1.0000
ACT-000090,CLT-000075,INS-001,2025-02,893316,932286,-38971,1.0808,1.0000,1.0000
ACT-000090,CLT-000075,INS-001,2025-03,887804,926534,-38730,1.0000,1.0000,1.0000
ACT-000090,CLT-000075,INS-001,2025-04,763312,796612,-33300,0.9192,1.0000,1.0000
ACT-000090,CLT-000075,INS-001,2025-05,671986,701301,-29315,0.8601,1.0000,1.0000
ACT-000090,CLT-000075,INS-001,2025-06,730739,762618,-31878,0.8384,1.0000,1.0000
ACT-000090,CLT-000075,INS-001,2025-07,750137,782861,-32725,0.8601,1.0000,1.0000
ACT-000090,CLT-000075,INS-001,2025-08,684088,713931,-29843,0.9192,1.0000,1.0000
ACT-000090,CLT-000075,INS-001,2025-09,893565,932546,-38982,1.0000,1.0000,1.0000
ACT-000090,CLT-000075,INS-001,2025-10,941151,982209,-41058,1.0808,1.0000,1.0000
ACT-000090,CLT-000075,INS-001,2025-11,1035724,1080908,-45183,1.1399,1.0000,1.0000
ACT-000090,CLT-000075,INS-001,2025-12,1224531,1277951,-53420,1.1616,1.1105,1.0000
ACT-000091,CLT-000076,INS-001,2024-09,687914,656554,31359,1.0000,1.0000,1.0239
ACT-000091,CLT-000076,INS-001,2024-10,847590,808952,38638,1.0956,1.0000,1.0239
ACT-000091,CLT-000076,INS-001,2024-11,788881,752919,35962,1.1656,1.0000,1.0239
ACT-000091,CLT-000076,INS-001,2024-12,894320,853552,40768,1.1912,1.0000,1.0239
ACT-000091,CLT-000076,INS-001,2025-01,841995,984819,-142823,1.1656,1.0000,1.0000
ACT-000091,CLT-000076,INS-001,2025-02,953283,1114983,-161701,1.0956,1.0000,1.0000
ACT-000091,CLT-000076,INS-001,2025-03,532809,623187,-90378,1.0000,1.0000,1.0000
ACT-000091,CLT-000076,INS-001,2025-04,639679,748184,-108506,0.9044,1.0000,1.0000
ACT-000091,CLT-000076,INS-001,2025-05,580672,679168,-98496,0.8344,1.0000,1.0000
ACT-000091,CLT-000076,INS-001,2025-06,625580,731694,-106114,0.8088,1.0000,1.0000
ACT-000091,CLT-000076,INS-001,2025-07,513689,600824,-87135,0.8344,1.0000,1.0000
ACT-000091,CLT-000076,INS-001,2025-08,598295,699781,-101486,0.9044,1.0000,1.0000
ACT-000091,CLT-000076,INS-001,2025-09,611903,715697,-103794,1.0000,0.8448,1.0000
ACT-000091,CLT-000076,INS-001,2025-10,558637,653396,-94759,1.0956,0.8448,1.0000
ACT-000091,CLT-000076,INS-001,2025-11,671166,785013,-113847,1.1656,0.8448,1.0000
ACT-000091,CLT-000076,INS-001,2025-12,747843,874696,-126853,1.1912,0.8448,1.0000
ACT-000092,CLT-000077,INS-001,2024-09,359506,330357,29149,1.0000,1.0000,1.0239
ACT-000092,CLT-000077,INS-001,2024-10,427339,392690,34650,1.1522,1.0000,1.0239
ACT-000092,CLT-000077,INS-001,2024-11,420483,386389,34094,1.2636,1.0000,1.0239
ACT-000092,CLT-000077,INS-001,2024-12,544305,500172,44133,1.3044,1.0000,1.0239
ACT-000092,CLT-000077,INS-001,2025-01,445222,501375,-56154,1.2636,1.0000,1.0000
ACT-000092,CLT-000077,INS-001,2025-02,403766,454690,-50925,1.1522,1.0000,1.0000
ACT-000092,CLT-000077,INS-001,2025-03,269086,303025,-33938,1.0000,0.6653,1.0000
ACT-000092,CLT-000077,INS-001,2025-04,212645,239465,-26820,0.8478,0.6653,1.0000
ACT-000092,CLT-000077,INS-001,2025-05,168251,189472,-21221,0.7364,0.6653,1.0000
ACT-000092,CLT-000077,INS-001,2025-06,225663,254125,-28462,0.6956,1.0000,1.0000
ACT-000092,CLT-000077,INS-001,2025-07,215077,242204,-27127,0.7364,1.0000,1.0000
ACT-000092,CLT-000077,INS-001,2025-08,311929,351271,-39342,0.8478,1.0000,1.0000
ACT-000092,CLT-000077,INS-001,2025-09,367561,413920,-46359,1.0000,1.0000,1.0000
ACT-000092,CLT-000077,INS-001,2025-10,518275,583642,-65367,1.1522,1.0000,1.0000
ACT-000092,CLT-000077,INS-001,2025-11,563065,634082,-71017,1.2636,1.0000,1.0000
ACT-000092,CLT-000077,INS-001,2025-12,542076,610445,-68369,1.3044,1.0000,1.0000
ACT-000093,CLT-000078,INS-001,2024-10,300310,225909,74402,1.1870,1.0000,1.0239
ACT-000093,CLT-000078,INS-001,2024-11,274897,206791,68106,1.1079,1.0000,1.0239
ACT-000093,CLT-000078,INS-001,2024-12,236969,178260,58709,1.0000,1.0000,1.0239
ACT-000093,CLT-000078,INS-001,2025-01,206721,190571,16150,0.8920,1.0000,1.0000
ACT-000093,CLT-000078,INS-001,2025-02,177710,163827,13884,0.8130,0.9294,1.0000
ACT-000093,CLT-000078,INS-001,2025-03,191798,176813,14984,0.7841,1.0000,1.0000
ACT-000093,CLT-000078,INS-001,2025-04,233032,214826,18206,0.8130,1.0000,1.0000
ACT-000093,CLT-000078,INS-001,2025-05,271784,250551,21233,0.8921,1.0000,1.0000
ACT-000093,CLT-000078,INS-001,2025-06,260757,240385,20372,1.0000,1.0000,1.0000
ACT-000093,CLT-000078,INS-001,2025-07,309779,285577,24201,1.1079,1.0000,1.0000
ACT-000093,CLT-000078,INS-001,2025-08,355622,327839,27783,1.1870,1.0000,1.0000
ACT-000093,CLT-000078,INS-001,2025-09,324447,299099,25347,1.2159,1.0000,1.0000
ACT-000093,CLT-000078,INS-001,2025-10,324165,298839,25325,1.1870,1.0000,1.0000
ACT-000093,CLT-000078,INS-001,2025-11,269851,248769,21082,1.1079,1.0000,1.0000
ACT-000093,CLT-000078,INS-001,2025-12,254664,234769,19896,1.0000,1.0000,1.0000
ACT-000094,CLT-000079,INS-001,2024-10,381748,294685,87063,1.0861,1.0000,1.0239
ACT-000094,CLT-000079,INS-001,2024-11,303292,234122,69170,1.0746,0.7840,1.0239
ACT-000094,CLT-000079,INS-001,2024-12,324724,250666,74058,1.0431,0.7840,1.0239
ACT-000094,CLT-000079,INS-001,2025-01,305278,288793,16485,1.0000,0.7840,1.0000
ACT-000094,CLT-000079,INS-001,2025-02,369697,349733,19964,0.9569,0.8714,1.0000
ACT-000094,CLT-000079,INS-001,2025-03,295583,279621,15961,0.9254,0.8714,1.0000
ACT-000094,CLT-000079,INS-001,2025-04,376647,356308,20339,0.9139,1.1115,1.0000
ACT-000094,CLT-000079,INS-001,2025-05,343301,324763,18538,0.9254,1.1115,1.0000
ACT-000094,CLT-000079,INS-001,2025-06,462676,437691,24984,0.9569,1.3306,1.0000
ACT-000094,CLT-000079,INS-001,2025-07,406140,384208,21932,1.0000,1.3306,1.0000
ACT-000094,CLT-000079,INS-001,2025-08,351831,332832,18999,1.0431,1.1032,1.0000
ACT-000094,CLT-000079,INS-001,2025-09,340576,322184,18391,1.0746,0.9925,1.0000
ACT-000094,CLT-000079,INS-001,2025-10,264814,250514,14300,1.0861,0.8290,1.0000
ACT-000094,CLT-000079,INS-001,2025-11,286591,271115,15476,1.0746,0.8290,1.0000
ACT-000094,CLT-000079,INS-001,2025-12,253480,239792,13688,1.0431,0.8290,1.0000
ACT-000095,CLT-000080,INS-001,2024-11,83913,72435,11477,1.2627,1.0000,1.0239
ACT-000095,CLT-000080,INS-001,2024-12,97296,83989,13308,1.3033,1.1419,1.0239
ACT-000095,CLT-000080,INS-001,2025-01,78052,82569,-4517,1.2627,1.1419,1.0000
ACT-000095,CLT-000080,INS-001,2025-02,76848,81295,-4448,1.1517,1.1419,1.0000
ACT-000095,CLT-000080,INS-001,2025-03,71823,75979,-4157,1.0000,1.1419,1.0000
ACT-000095,CLT-000080,INS-001,2025-04,61453,65009,-3557,0.8483,1.1419,1.0000
ACT-000095,CLT-000080,INS-001,2025-05,48112,50897,-2784,0.7373,1.1419,1.0000
ACT-000095,CLT-000080,INS-001,2025-06,49095,51937,-2841,0.6967,1.1419,1.0000
ACT-000095,CLT-000080,INS-001,2025-07,55843,59074,-3232,0.7373,1.1419,1.0000
ACT-000095,CLT-000080,INS-001,2025-08,57288,60604,-3316,0.8484,1.0000,1.0000
ACT-000095,CLT-000080,INS-001,2025-09,67152,71038,-3886,1.0000,1.0000,1.0000
ACT-000095,CLT-000080,INS-001,2025-10,93861,99293,-5432,1.1517,1.0000,1.0000
ACT-000095,CLT-000080,INS-001,2025-11,108325,114594,-6269,1.2627,1.0000,1.0000
ACT-000095,CLT-000080,INS-001,2025-12,115399,122078,-6679,1.3033,1.0000,1.0000
ACT-000096,CLT-000081,INS-001,2025-01,575750,590720,-14970,1.0676,1.0000,1.0000
ACT-000096,CLT-000081,INS-001,2025-02,332167,340804,-8636,1.0000,1.0000,1.0000
ACT-000096,CLT-000081,INS-001,2025-03,300806,308627,-7821,0.9324,1.0000,1.0000
ACT-000096,CLT-000081,INS-001,2025-04,338800,347609,-8809,0.8829,1.1767,1.0000
ACT-000096,CLT-000081,INS-001,2025-05,433257,444522,-11265,0.8648,1.1767,1.0000
ACT-000096,CLT-000081,INS-001,2025-06,254159,260767,-6608,0.8829,1.1767,1.0000
ACT-000096,CLT-000081,INS-001,2025-07,189160,194078,-4918,0.9324,1.1767,1.0000
ACT-000096,CLT-000081,INS-001,2025-08,344472,353429,-8956,1.0000,1.1767,1.0000
ACT-000096,CLT-000081,INS-001,2025-09,554695,569117,-14422,1.0676,1.1767,1.0000
ACT-000096,CLT-000081,INS-001,2025-10,599503,615090,-15587,1.1171,1.1767,1.0000
ACT-000096,CLT-000081,INS-001,2025-11,367715,377276,-9561,1.1352,1.0000,1.0000
ACT-000096,CLT-000081,INS-001,2025-12,362482,371907,-9425,1.1171,1.0000,1.0000
