identifiant_decision,identifiant_demande,identifiant_institution,date_decision,statut,motif_principal,montant_accorde,duree_accordee_mois
DEC-034374,DEM-034374,INS-004,2024-04-27,ACCEPTEE,,250000,9
DEC-034375,DEM-034375,INS-004,2024-05-22,REFUSEE,capacite_insuffisante,,
DEC-034376,DEM-034376,INS-004,2024-09-02,REFUSEE,capacite_insuffisante,,
DEC-034377,DEM-034377,INS-004,2025-04-28,ACCEPTEE,,135000,9
DEC-034378,DEM-034378,INS-004,2024-10-25,ACCEPTEE,,130000,6
DEC-034379,DEM-034379,INS-004,2024-02-29,ACCEPTEE,,195000,6
DEC-034380,DEM-034380,INS-004,2024-10-19,ACCEPTEE,,670000,12
DEC-034381,DEM-034381,INS-004,2024-02-27,ACCEPTEE,,250000,9
DEC-034382,DEM-034382,INS-004,2025-08-06,REFUSEE,endettement_eleve,,
DEC-034383,DEM-034383,INS-004,2023-07-17,ACCEPTEE,,600000,12
DEC-034384,DEM-034384,INS-004,2024-08-26,ACCEPTEE,,335000,9
DEC-034385,DEM-034385,INS-004,2022-09-05,ACCEPTEE,,70000,6
DEC-034386,DEM-034386,INS-004,2023-04-01,ACCEPTEE,,250000,9
DEC-034387,DEM-034387,INS-004,2022-07-31,REFUSEE,capacite_insuffisante,,
DEC-034388,DEM-034388,INS-004,2022-11-05,ACCEPTEE,,800000,9
DEC-034389,DEM-034389,INS-004,2023-12-02,ACCEPTEE,,250000,9
DEC-034390,DEM-034390,INS-004,2023-08-07,REFUSEE,endettement_eleve,,
DEC-034391,DEM-034391,INS-004,2022-06-02,REFUSEE,capacite_insuffisante,,
DEC-034392,DEM-034392,INS-004,2023-05-29,REFUSEE,capacite_insuffisante,,
DEC-034393,DEM-034393,INS-004,2023-12-24,ACCEPTEE,,110000,9
DEC-034394,DEM-034394,INS-004,2024-10-04,ACCEPTEE,,245000,12
DEC-034395,DEM-034395,INS-004,2022-07-29,ACCEPTEE,,250000,9
DEC-034396,DEM-034396,INS-004,2024-11-17,ACCEPTEE,,600000,12
DEC-034397,DEM-034397,INS-004,2022-06-09,REFUSEE,garantie_insuffisante,,
DEC-034398,DEM-034398,INS-004,2024-05-19,ACCEPTEE,,250000,9
DEC-034399,DEM-034399,INS-004,2025-03-23,ACCEPTEE,,160000,6
DEC-034400,DEM-034400,INS-004,2023-08-08,ACCEPTEE,,95000,6
DEC-034401,DEM-034401,INS-004,2022-09-04,REFUSEE,capacite_insuffisante,,
DEC-034402,DEM-034402,INS-004,2025-02-19,ACCEPTEE,,300000,12
DEC-034403,DEM-034403,INS-004,2025-11-12,ACCEPTEE,,165000,9
DEC-034404,DEM-034404,INS-004,2023-04-23,ACCEPTEE,,400000,12
DEC-034405,DEM-034405,INS-004,2024-07-27,REFUSEE,garantie_insuffisante,,
DEC-034406,DEM-034406,INS-004,2025-07-23,ACCEPTEE,,705000,9
DEC-034407,DEM-034407,INS-004,2022-05-25,ACCEPTEE,,600000,6
DEC-034408,DEM-034408,INS-004,2024-10-06,ACCEPTEE,,900000,6
DEC-034409,DEM-034409,INS-004,2025-06-11,ACCEPTEE,,405000,6
DEC-034410,DEM-034410,INS-004,2024-05-27,ACCEPTEE,,90000,9
DEC-034411,DEM-034411,INS-004,2023-04-01,ACCEPTEE,,600000,12
DEC-034412,DEM-034412,INS-004,2024-12-01,ACCEPTEE,,600000,6
DEC-034413,DEM-034413,INS-004,2025-10-25,ACCEPTEE,,80000,9
DEC-034414,DEM-034414,INS-004,2024-01-11,REFUSEE,capacite_insuffisante,,
DEC-034415,DEM-034415,INS-004,2024-05-16,REFUSEE,endettement_eleve,,
DEC-034416,DEM-034416,INS-004,2025-02-14,ACCEPTEE,,220000,6
DEC-034417,DEM-034417,INS-004,2025-07-31,ACCEPTEE,,590000,12
DEC-034418,DEM-034418,INS-004,2024-01-30,ACCEPTEE,,250000,9
DEC-034419,DEM-034419,INS-004,2022-10-22,REFUSEE,capacite_insuffisante,,
DEC-034420,DEM-034420,INS-004,2022-09-15,ACCEPTEE,,215000,12
DEC-034421,DEM-034421,INS-004,2025-09-22,REFUSEE,endettement_eleve,,
DEC-034422,DEM-034422,INS-004,2025-10-16,ACCEPTEE,,360000,6
DEC-034423,DEM-034423,INS-004,2022-07-28,ACCEPTEE,,175000,9
DEC-034424,DEM-034424,INS-004,2024-06-13,REFUSEE,historique_incidents,,
DEC-034425,DEM-034425,INS-004,2025-02-26,ANNULEE_CLIENT,,,
DEC-034426,DEM-034426,INS-004,2023-10-21,ACCEPTEE,,600000,12
DEC-034427,DEM-034427,INS-004,2025-05-27,ACCEPTEE,,65000,9
DEC-034428,DEM-034428,INS-004,2023-02-26,ACCEPTEE,,145000,12
DEC-034429,DEM-034429,INS-004,2025-01-08,ACCEPTEE,,120000,3
DEC-034430,DEM-034430,INS-004,2025-08-30,ACCEPTEE,,40000,6
DEC-034431,DEM-034431,INS-004,2022-07-08,ACCEPTEE,,250000,9
DEC-034432,DEM-034432,INS-004,2024-12-31,ACCEPTEE,,160000,12
DEC-034433,DEM-034433,INS-004,2022-10-23,ACCEPTEE,,150000,15
DEC-034434,DEM-034434,INS-004,2022-11-08,ACCEPTEE,,205000,9
DEC-034435,DEM-034435,INS-004,2023-12-02,ACCEPTEE,,35000,6
DEC-034436,DEM-034436,INS-004,2024-11-08,ACCEPTEE,,60000,9
DEC-034437,DEM-034437,INS-004,2022-06-28,ACCEPTEE,,130000,9
DEC-034438,DEM-034438,INS-004,2023-08-03,ACCEPTEE,,600000,12
DEC-034439,DEM-034439,INS-004,2024-04-01,ACCEPTEE,,175000,12
DEC-034440,DEM-034440,INS-004,2025-08-09,REFUSEE,capacite_insuffisante,,
DEC-034441,DEM-034441,INS-004,2022-09-17,ACCEPTEE,,160000,6
DEC-034442,DEM-034442,INS-004,2023-11-09,REFUSEE,capacite_insuffisante,,
DEC-034443,DEM-034443,INS-004,2024-03-31,ACCEPTEE,,175000,3
DEC-034444,DEM-034444,INS-004,2025-11-16,REFUSEE,endettement_eleve,,
DEC-034445,DEM-034445,INS-004,2023-01-06,ACCEPTEE,,250000,6
DEC-034446,DEM-034446,INS-004,2023-07-14,REFUSEE,dossier_incomplet,,
DEC-034447,DEM-034447,INS-004,2024-02-10,ACCEPTEE,,140000,6
DEC-034448,DEM-034448,INS-004,2024-11-28,ACCEPTEE,,155000,9
DEC-034449,DEM-034449,INS-004,2023-04-30,ACCEPTEE,,270000,6
DEC-034450,DEM-034450,INS-004,2024-06-11,ACCEPTEE,,250000,9
DEC-034451,DEM-034451,INS-004,2024-01-31,ACCEPTEE,,900000,9
DEC-034452,DEM-034452,INS-004,2023-04-28,REFUSEE,endettement_eleve,,
DEC-034453,DEM-034453,INS-004,2024-11-25,ACCEPTEE,,765000,9
DEC-034454,DEM-034454,INS-004,2024-01-15,ACCEPTEE,,375000,12
DEC-034455,DEM-034455,INS-004,2025-03-01,REFUSEE,capacite_insuffisante,,
DEC-034456,DEM-034456,INS-004,2023-01-26,ACCEPTEE,,250000,6
DEC-034457,DEM-034457,INS-004,2023-08-30,ACCEPTEE,,250000,6
DEC-034458,DEM-034458,INS-004,2025-03-10,ACCEPTEE,,530000,12
DEC-034459,DEM-034459,INS-004,2022-11-05,ACCEPTEE,,250000,6
DEC-034460,DEM-034460,INS-004,2023-09-01,ACCEPTEE,,175000,9
DEC-034461,DEM-034461,INS-004,2025-11-18,ACCEPTEE,,250000,9
DEC-034462,DEM-034462,INS-004,2023-04-26,REFUSEE,endettement_eleve,,
DEC-034463,DEM-034463,INS-004,2023-10-27,REFUSEE,endettement_eleve,,
DEC-034464,DEM-034464,INS-004,2024-10-27,REFUSEE,endettement_eleve,,
DEC-034465,DEM-034465,INS-004,2023-02-06,ACCEPTEE,,490000,12
DEC-034466,DEM-034466,INS-004,2024-07-24,ACCEPTEE,,1170000,15
DEC-034467,DEM-034467,INS-004,2025-10-20,REFUSEE,capacite_insuffisante,,
DEC-034468,DEM-034468,INS-004,2024-05-08,ACCEPTEE,,225000,9
DEC-034469,DEM-034469,INS-004,2022-11-29,ACCEPTEE,,320000,12
DEC-034470,DEM-034470,INS-004,2025-11-17,ACCEPTEE,,220000,9
DEC-034471,DEM-034471,INS-004,2023-04-18,AJOURNEE,dossier_incomplet,,
DEC-034472,DEM-034472,INS-004,2022-11-01,REFUSEE,capacite_insuffisante,,
DEC-034473,DEM-034473,INS-004,2022-08-04,REFUSEE,garantie_insuffisante,,
DEC-034474,DEM-034474,INS-004,2023-03-09,ACCEPTEE,,1320000,12
DEC-034475,DEM-034475,INS-004,2024-11-15,ACCEPTEE,,1280000,12
DEC-034476,DEM-034476,INS-004,2025-10-22,ACCEPTEE,,115000,6
DEC-034477,DEM-034477,INS-004,2024-05-24,ACCEPTEE,,85000,6
DEC-034478,DEM-034478,INS-004,2022-12-19,ACCEPTEE,,380000,12
DEC-034479,DEM-034479,INS-004,2024-03-17,ACCEPTEE,,1465000,12
DEC-034480,DEM-034480,INS-004,2024-05-17,ACCEPTEE,,250000,6
DEC-034481,DEM-034481,INS-004,2025-11-24,ACCEPTEE,,250000,6
DEC-034482,DEM-034482,INS-004,2022-07-11,REFUSEE,endettement_eleve,,
DEC-034483,DEM-034483,INS-004,2025-02-26,REFUSEE,endettement_eleve,,
DEC-034484,DEM-034484,INS-004,2025-09-05,REFUSEE,endettement_eleve,,
DEC-034485,DEM-034485,INS-004,2023-04-05,REFUSEE,capacite_insuffisante,,
DEC-034486,DEM-034486,INS-004,2023-08-25,ACCEPTEE,,155000,6
DEC-034487,DEM-034487,INS-004,2025-05-19,REFUSEE,capacite_insuffisante,,
DEC-034488,DEM-034488,INS-004,2025-09-17,REFUSEE,capacite_insuffisante,,
DEC-034489,DEM-034489,INS-004,2022-09-17,REFUSEE,capacite_insuffisante,,
DEC-034490,DEM-034490,INS-004,2023-02-10,ACCEPTEE,,200000,9
DEC-034491,DEM-034491,INS-004,2022-10-26,ACCEPTEE,,715000,12
DEC-034492,DEM-034492,INS-004,2024-05-24,ACCEPTEE,,85000,9
DEC-034493,DEM-034493,INS-004,2025-07-10,REFUSEE,capacite_insuffisante,,
DEC-034494,DEM-034494,INS-004,2025-11-10,ACCEPTEE,,440000,24
DEC-034495,DEM-034495,INS-004,2022-09-18,ACCEPTEE,,600000,6
DEC-034496,DEM-034496,INS-004,2022-06-19,ACCEPTEE,,100000,12
DEC-034497,DEM-034497,INS-004,2024-02-13,ACCEPTEE,,165000,9
DEC-034498,DEM-034498,INS-004,2024-01-19,ACCEPTEE,,430000,6
DEC-034499,DEM-034499,INS-004,2024-11-28,ACCEPTEE,,600000,6
DEC-034500,DEM-034500,INS-004,2025-07-01,ACCEPTEE,,205000,9
DEC-034501,DEM-034501,INS-004,2022-07-23,ACCEPTEE,,260000,6
DEC-034502,DEM-034502,INS-004,2024-06-25,REFUSEE,capacite_insuffisante,,
DEC-034503,DEM-034503,INS-004,2025-09-24,REFUSEE,capacite_insuffisante,,
DEC-034504,DEM-034504,INS-004,2022-12-19,ACCEPTEE,,335000,9
DEC-034505,DEM-034505,INS-004,2023-11-27,ACCEPTEE,,440000,12
DEC-034506,DEM-034506,INS-004,2023-07-31,REFUSEE,capacite_insuffisante,,
DEC-034507,DEM-034507,INS-004,2024-07-23,ANNULEE_CLIENT,,,
DEC-034508,DEM-034508,INS-004,2025-10-02,AJOURNEE,dossier_incomplet,,
DEC-034509,DEM-034509,INS-004,2025-12-06,ACCEPTEE,,280000,12
DEC-034510,DEM-034510,INS-004,2022-08-08,ACCEPTEE,,150000,12
DEC-034511,DEM-034511,INS-004,2023-05-17,ACCEPTEE,,105000,9
DEC-034512,DEM-034512,INS-004,2025-03-17,REFUSEE,capacite_insuffisante,,
DEC-034513,DEM-034513,INS-004,2025-11-20,ACCEPTEE,,50000,12
DEC-034514,DEM-034514,INS-004,2022-12-17,ACCEPTEE,,220000,9
DEC-034515,DEM-034515,INS-004,2023-09-26,ACCEPTEE,,560000,12
DEC-034516,DEM-034516,INS-004,2023-01-23,REFUSEE,capacite_insuffisante,,
DEC-034517,DEM-034517,INS-004,2024-08-28,ACCEPTEE,,100000,12
DEC-034518,DEM-034518,INS-004,2025-09-18,REFUSEE,capacite_insuffisante,,
DEC-034519,DEM-034519,INS-004,2022-12-14,REFUSEE,capacite_insuffisante,,
DEC-034520,DEM-034520,INS-004,2025-10-13,ACCEPTEE,,120000,9
DEC-034521,DEM-034521,INS-004,2024-09-03,ACCEPTEE,,250000,9
DEC-034522,DEM-034522,INS-004,2022-09-11,ACCEPTEE,,210000,6
DEC-034523,DEM-034523,INS-004,2023-04-19,ACCEPTEE,,250000,9
DEC-034524,DEM-034524,INS-004,2024-06-04,ACCEPTEE,,250000,6
DEC-034525,DEM-034525,INS-004,2023-06-25,ACCEPTEE,,190000,6
DEC-034526,DEM-034526,INS-004,2024-02-06,ACCEPTEE,,165000,6
DEC-034527,DEM-034527,INS-004,2023-03-06,REFUSEE,capacite_insuffisante,,
DEC-034528,DEM-034528,INS-004,2023-10-12,ACCEPTEE,,140000,6
DEC-034529,DEM-034529,INS-004,2024-10-11,ACCEPTEE,,250000,6
DEC-034530,DEM-034530,INS-004,2022-10-11,ACCEPTEE,,250000,9
DEC-034531,DEM-034531,INS-004,2023-12-16,ACCEPTEE,,175000,9
DEC-034532,DEM-034532,INS-004,2025-07-26,REFUSEE,historique_incidents,,
DEC-034533,DEM-034533,INS-004,2022-09-14,REFUSEE,endettement_eleve,,
DEC-034534,DEM-034534,INS-004,2025-10-12,REFUSEE,capacite_insuffisante,,
DEC-034535,DEM-034535,INS-004,2023-01-22,ACCEPTEE,,110000,3
DEC-034536,DEM-034536,INS-004,2025-08-26,REFUSEE,capacite_insuffisante,,
DEC-034537,DEM-034537,INS-004,2023-10-02,ACCEPTEE,,185000,9
DEC-034538,DEM-034538,INS-004,2024-03-13,ACCEPTEE,,150000,12
DEC-034539,DEM-034539,INS-004,2025-09-28,REFUSEE,capacite_insuffisante,,
DEC-034540,DEM-034540,INS-004,2024-07-02,ACCEPTEE,,190000,6
DEC-034541,DEM-034541,INS-004,2024-12-21,ACCEPTEE,,250000,9
DEC-034542,DEM-034542,INS-004,2024-03-17,REFUSEE,capacite_insuffisante,,
DEC-034543,DEM-034543,INS-004,2022-09-19,REFUSEE,capacite_insuffisante,,
DEC-034544,DEM-034544,INS-004,2024-10-20,ACCEPTEE,,160000,9
DEC-034545,DEM-034545,INS-004,2022-09-20,ACCEPTEE,,165000,9
DEC-034546,DEM-034546,INS-004,2025-05-19,REFUSEE,capacite_insuffisante,,
DEC-034547,DEM-034547,INS-004,2023-07-24,ACCEPTEE,,90000,3
DEC-034548,DEM-034548,INS-004,2024-05-28,ACCEPTEE,,355000,12
DEC-034549,DEM-034549,INS-004,2025-07-23,ACCEPTEE,,165000,6
DEC-034550,DEM-034550,INS-004,2025-02-11,REFUSEE,capacite_insuffisante,,
DEC-034551,DEM-034551,INS-004,2024-12-14,ACCEPTEE,,800000,12
DEC-034552,DEM-034552,INS-004,2023-03-14,ACCEPTEE,,90000,3
DEC-034553,DEM-034553,INS-004,2024-12-10,REFUSEE,endettement_eleve,,
DEC-034554,DEM-034554,INS-004,2022-11-06,REFUSEE,garantie_insuffisante,,
DEC-034555,DEM-034555,INS-004,2023-06-10,ACCEPTEE,,700000,12
DEC-034556,DEM-034556,INS-004,2025-11-15,ACCEPTEE,,785000,6
DEC-034557,DEM-034557,INS-004,2025-02-24,ACCEPTEE,,170000,3
DEC-034558,DEM-034558,INS-004,2025-04-27,ACCEPTEE,,50000,9
DEC-034559,DEM-034559,INS-004,2024-06-25,ACCEPTEE,,250000,9
DEC-034560,DEM-034560,INS-004,2025-07-28,ACCEPTEE,,505000,12
DEC-034561,DEM-034561,INS-004,2022-08-11,ACCEPTEE,,280000,6
DEC-034562,DEM-034562,INS-004,2023-05-11,ACCEPTEE,,900000,9
DEC-034563,DEM-034563,INS-004,2025-05-06,ACCEPTEE,,290000,9
DEC-034564,DEM-034564,INS-004,2024-01-26,ACCEPTEE,,250000,6
DEC-034565,DEM-034565,INS-004,2024-07-26,ACCEPTEE,,250000,9
DEC-034566,DEM-034566,INS-004,2023-06-08,ANNULEE_CLIENT,,,
DEC-034567,DEM-034567,INS-004,2023-11-18,ACCEPTEE,,250000,9
DEC-034568,DEM-034568,INS-004,2024-12-01,ACCEPTEE,,325000,6
DEC-034569,DEM-034569,INS-004,2024-07-09,ACCEPTEE,,35000,3
DEC-034570,DEM-034570,INS-004,2023-11-17,ACCEPTEE,,115000,9
DEC-034571,DEM-034571,INS-004,2025-10-29,REFUSEE,historique_incidents,,
DEC-034572,DEM-034572,INS-004,2024-07-16,ACCEPTEE,,800000,12
DEC-034573,DEM-034573,INS-004,2023-05-05,ACCEPTEE,,225000,9
DEC-034574,DEM-034574,INS-004,2025-10-04,ACCEPTEE,,285000,9
DEC-034575,DEM-034575,INS-004,2024-07-13,ACCEPTEE,,800000,12
DEC-034576,DEM-034576,INS-004,2023-10-01,ACCEPTEE,,250000,6
DEC-034577,DEM-034577,INS-004,2023-09-15,ACCEPTEE,,800000,12
DEC-034578,DEM-034578,INS-004,2025-11-05,ACCEPTEE,,40000,6
DEC-034579,DEM-034579,INS-004,2022-06-21,ACCEPTEE,,250000,6
DEC-034580,DEM-034580,INS-004,2024-12-09,ACCEPTEE,,295000,12
DEC-034581,DEM-034581,INS-004,2022-09-21,AJOURNEE,dossier_incomplet,,
DEC-034582,DEM-034582,INS-004,2023-07-24,REFUSEE,capacite_insuffisante,,
DEC-034583,DEM-034583,INS-004,2024-01-22,ACCEPTEE,,180000,6
DEC-034584,DEM-034584,INS-004,2025-01-29,ACCEPTEE,,90000,6
DEC-034585,DEM-034585,INS-004,2023-01-31,ACCEPTEE,,235000,6
DEC-034586,DEM-034586,INS-004,2025-07-16,ACCEPTEE,,95000,12
DEC-034587,DEM-034587,INS-004,2023-02-24,ACCEPTEE,,710000,18
DEC-034588,DEM-034588,INS-004,2025-04-10,ACCEPTEE,,445000,9
DEC-034589,DEM-034589,INS-004,2023-03-05,ACCEPTEE,,600000,12
DEC-034590,DEM-034590,INS-004,2022-08-29,AJOURNEE,dossier_incomplet,,
DEC-034591,DEM-034591,INS-004,2023-11-16,ACCEPTEE,,600000,12
DEC-034592,DEM-034592,INS-004,2023-06-23,ACCEPTEE,,190000,12
DEC-034593,DEM-034593,INS-004,2025-05-30,ACCEPTEE,,215000,9
DEC-034594,DEM-034594,INS-004,2023-04-15,REFUSEE,endettement_eleve,,
DEC-034595,DEM-034595,INS-004,2024-10-20,REFUSEE,endettement_eleve,,
DEC-034596,DEM-034596,INS-004,2023-03-27,ACCEPTEE,,1500000,12
DEC-034597,DEM-034597,INS-004,2024-05-24,ACCEPTEE,,250000,6
DEC-034598,DEM-034598,INS-004,2025-01-31,ACCEPTEE,,205000,9
DEC-034599,DEM-034599,INS-004,2022-11-29,ACCEPTEE,,180000,9
DEC-034600,DEM-034600,INS-004,2024-05-14,ACCEPTEE,,45000,9
DEC-034601,DEM-034601,INS-004,2025-06-16,ACCEPTEE,,100000,12
DEC-034602,DEM-034602,INS-004,2025-03-22,ACCEPTEE,,150000,12
DEC-034603,DEM-034603,INS-004,2022-07-27,ACCEPTEE,,100000,6
DEC-034604,DEM-034604,INS-004,2024-01-12,ACCEPTEE,,105000,3
DEC-034605,DEM-034605,INS-004,2025-03-08,ACCEPTEE,,230000,6
DEC-034606,DEM-034606,INS-004,2023-12-23,ACCEPTEE,,350000,12
DEC-034607,DEM-034607,INS-004,2025-02-10,ACCEPTEE,,250000,9
DEC-034608,DEM-034608,INS-004,2022-08-25,ACCEPTEE,,485000,9
DEC-034609,DEM-034609,INS-004,2024-05-05,ACCEPTEE,,280000,12
DEC-034610,DEM-034610,INS-004,2025-05-21,ACCEPTEE,,205000,12
DEC-034611,DEM-034611,INS-004,2023-12-14,ACCEPTEE,,155000,9
DEC-034612,DEM-034612,INS-004,2025-02-10,ACCEPTEE,,135000,6
DEC-034613,DEM-034613,INS-004,2023-02-05,ACCEPTEE,,190000,6
DEC-034614,DEM-034614,INS-004,2024-10-17,ACCEPTEE,,1500000,15
DEC-034615,DEM-034615,INS-004,2023-09-08,ACCEPTEE,,170000,3
DEC-034616,DEM-034616,INS-004,2025-06-27,ANNULEE_CLIENT,,,
DEC-034617,DEM-034617,INS-004,2022-07-07,ACCEPTEE,,225000,12
DEC-034618,DEM-034618,INS-004,2023-09-11,ACCEPTEE,,600000,9
DEC-034619,DEM-034619,INS-004,2025-03-04,REFUSEE,historique_incidents,,
DEC-034620,DEM-034620,INS-004,2025-06-14,AJOURNEE,dossier_incomplet,,
DEC-034621,DEM-034621,INS-004,2025-09-30,ACCEPTEE,,600000,9
DEC-034622,DEM-034622,INS-004,2024-10-21,ANNULEE_CLIENT,,,
DEC-034623,DEM-034623,INS-004,2022-07-19,ACCEPTEE,,485000,12
DEC-034624,DEM-034624,INS-004,2024-09-20,ACCEPTEE,,235000,6
DEC-034625,DEM-034625,INS-004,2024-10-19,REFUSEE,capacite_insuffisante,,
DEC-034626,DEM-034626,INS-004,2023-08-28,ACCEPTEE,,325000,9
DEC-034627,DEM-034627,INS-004,2024-09-24,REFUSEE,capacite_insuffisante,,
DEC-034628,DEM-034628,INS-004,2025-08-20,ACCEPTEE,,45000,9
DEC-034629,DEM-034629,INS-004,2024-05-17,ACCEPTEE,,25000,9
DEC-034630,DEM-034630,INS-004,2023-04-23,ACCEPTEE,,210000,9
DEC-034631,DEM-034631,INS-004,2025-05-31,ACCEPTEE,,155000,6
DEC-034632,DEM-034632,INS-004,2022-11-24,REFUSEE,capacite_insuffisante,,
DEC-034633,DEM-034633,INS-004,2024-08-10,REFUSEE,endettement_eleve,,
DEC-034634,DEM-034634,INS-004,2022-11-23,ACCEPTEE,,575000,9
DEC-034635,DEM-034635,INS-004,2024-08-25,ACCEPTEE,,250000,6
DEC-034636,DEM-034636,INS-004,2023-02-25,ACCEPTEE,,490000,12
DEC-034637,DEM-034637,INS-004,2024-05-28,ACCEPTEE,,165000,6
DEC-034638,DEM-034638,INS-004,2025-05-19,ACCEPTEE,,250000,9
DEC-034639,DEM-034639,INS-004,2023-02-06,REFUSEE,garantie_insuffisante,,
DEC-034640,DEM-034640,INS-004,2023-07-06,REFUSEE,endettement_eleve,,
DEC-034641,DEM-034641,INS-004,2025-04-20,REFUSEE,endettement_eleve,,
DEC-034642,DEM-034642,INS-004,2025-08-29,REFUSEE,endettement_eleve,,
DEC-034643,DEM-034643,INS-004,2023-05-28,REFUSEE,capacite_insuffisante,,
DEC-034644,DEM-034644,INS-004,2023-08-24,REFUSEE,capacite_insuffisante,,
DEC-034645,DEM-034645,INS-004,2024-05-01,ACCEPTEE,,570000,6
DEC-034646,DEM-034646,INS-004,2022-07-25,ACCEPTEE,,250000,9
DEC-034647,DEM-034647,INS-004,2023-09-04,ACCEPTEE,,405000,12
DEC-034648,DEM-034648,INS-004,2025-02-15,ACCEPTEE,,105000,6
DEC-034649,DEM-034649,INS-004,2025-11-03,ACCEPTEE,,240000,9
DEC-034650,DEM-034650,INS-004,2023-03-16,ACCEPTEE,,385000,12
DEC-034651,DEM-034651,INS-004,2025-08-12,REFUSEE,capacite_insuffisante,,
DEC-034652,DEM-034652,INS-004,2023-06-15,ACCEPTEE,,180000,9
DEC-034653,DEM-034653,INS-004,2024-05-23,ACCEPTEE,,755000,6
DEC-034654,DEM-034654,INS-004,2025-10-03,REFUSEE,endettement_eleve,,
DEC-034655,DEM-034655,INS-004,2024-10-20,ACCEPTEE,,200000,9
DEC-034656,DEM-034656,INS-004,2022-12-26,ACCEPTEE,,85000,12
DEC-034657,DEM-034657,INS-004,2024-10-02,REFUSEE,endettement_eleve,,
DEC-034658,DEM-034658,INS-004,2022-11-23,REFUSEE,capacite_insuffisante,,
DEC-034659,DEM-034659,INS-004,2025-04-14,ACCEPTEE,,180000,6
DEC-034660,DEM-034660,INS-004,2023-10-13,REFUSEE,endettement_eleve,,
DEC-034661,DEM-034661,INS-004,2024-10-11,REFUSEE,endettement_eleve,,
DEC-034662,DEM-034662,INS-004,2022-09-10,ACCEPTEE,,250000,9
DEC-034663,DEM-034663,INS-004,2022-12-19,ACCEPTEE,,215000,9
DEC-034664,DEM-034664,INS-004,2024-06-04,ACCEPTEE,,600000,12
DEC-034665,DEM-034665,INS-004,2023-10-29,ACCEPTEE,,250000,6
DEC-034666,DEM-034666,INS-004,2025-04-10,ACCEPTEE,,100000,3
DEC-034667,DEM-034667,INS-004,2024-09-26,ACCEPTEE,,95000,9
DEC-034668,DEM-034668,INS-004,2025-06-07,REFUSEE,endettement_eleve,,
DEC-034669,DEM-034669,INS-004,2025-04-04,ACCEPTEE,,25000,3
DEC-034670,DEM-034670,INS-004,2025-07-30,ACCEPTEE,,240000,6
DEC-034671,DEM-034671,INS-004,2022-08-26,ACCEPTEE,,200000,6
DEC-034672,DEM-034672,INS-004,2024-01-23,ACCEPTEE,,130000,6
DEC-034673,DEM-034673,INS-004,2023-05-07,ACCEPTEE,,250000,6
DEC-034674,DEM-034674,INS-004,2023-06-26,REFUSEE,garantie_insuffisante,,
DEC-034675,DEM-034675,INS-004,2024-08-31,ACCEPTEE,,1500000,12
DEC-034676,DEM-034676,INS-004,2025-11-16,AJOURNEE,dossier_incomplet,,
DEC-034677,DEM-034677,INS-004,2024-09-29,REFUSEE,capacite_insuffisante,,
DEC-034678,DEM-034678,INS-004,2025-08-12,ACCEPTEE,,285000,9
DEC-034679,DEM-034679,INS-004,2022-11-30,REFUSEE,capacite_insuffisante,,
DEC-034680,DEM-034680,INS-004,2024-08-27,ACCEPTEE,,250000,9
DEC-034681,DEM-034681,INS-004,2025-10-17,ACCEPTEE,,480000,9
DEC-034682,DEM-034682,INS-004,2023-09-24,ACCEPTEE,,250000,6
DEC-034683,DEM-034683,INS-004,2024-10-18,REFUSEE,historique_incidents,,
DEC-034684,DEM-034684,INS-004,2024-08-30,ACCEPTEE,,250000,9
DEC-034685,DEM-034685,INS-004,2024-03-27,ACCEPTEE,,1425000,12
DEC-034686,DEM-034686,INS-004,2024-04-27,REFUSEE,dossier_incomplet,,
DEC-034687,DEM-034687,INS-004,2024-09-22,ACCEPTEE,,255000,12
DEC-034688,DEM-034688,INS-004,2025-11-26,AJOURNEE,dossier_incomplet,,
DEC-034689,DEM-034689,INS-004,2024-09-09,ACCEPTEE,,800000,6
DEC-034690,DEM-034690,INS-004,2022-08-26,ACCEPTEE,,245000,9
DEC-034691,DEM-034691,INS-004,2023-06-30,ACCEPTEE,,250000,6
DEC-034692,DEM-034692,INS-004,2024-02-21,ACCEPTEE,,250000,9
DEC-034693,DEM-034693,INS-004,2023-07-03,ACCEPTEE,,250000,6
DEC-034694,DEM-034694,INS-004,2024-02-28,ACCEPTEE,,600000,12
DEC-034695,DEM-034695,INS-004,2025-11-05,ACCEPTEE,,600000,12
DEC-034696,DEM-034696,INS-004,2023-12-26,REFUSEE,capacite_insuffisante,,
DEC-034697,DEM-034697,INS-004,2024-08-16,REFUSEE,capacite_insuffisante,,
DEC-034698,DEM-034698,INS-004,2025-01-13,ACCEPTEE,,600000,12
DEC-034699,DEM-034699,INS-004,2023-01-15,ACCEPTEE,,250000,6
DEC-034700,DEM-034700,INS-004,2025-11-16,ACCEPTEE,,250000,9
DEC-034701,DEM-034701,INS-004,2023-11-04,AJOURNEE,dossier_incomplet,,
DEC-034702,DEM-034702,INS-004,2024-09-22,ACCEPTEE,,360000,18
DEC-034703,DEM-034703,INS-004,2023-05-24,ACCEPTEE,,1500000,24
DEC-034704,DEM-034704,INS-004,2022-11-13,ACCEPTEE,,800000,12
DEC-034705,DEM-034705,INS-004,2025-09-08,REFUSEE,endettement_eleve,,
